ResponseID,Product,AdNumber,AdType,QuestionType,QuestionNumber,Rating,Age,ShoppingFreq,LLM_Model
R_6gXdz7PF79EoEKR,Cutting Board,1,Human Both,Trustworthiness,5,5,2,1,Human
R_6gXdz7PF79EoEKR,Cutting Board,2,Human Image + ChatGPT Copy,Purchase Intent,1,5,2,1,ChatGPT
R_6gXdz7PF79EoEKR,Cutting Board,2,Human Image + ChatGPT Copy,Visual Appeal,2,4,2,1,ChatGPT
R_6gXdz7PF79EoEKR,Cutting Board,2,Human Image + ChatGPT Copy,Value Convincing,3,6,2,1,ChatGPT
R_6gXdz7PF79EoEKR,Cutting Board,2,Human Image + ChatGPT Copy,Message Clarity,4,7,2,1,ChatGPT
R_6gXdz7PF79EoEKR,Cutting Board,2,Human Image + ChatGPT Copy,Trustworthiness,5,7,2,1,ChatGPT
R_6gXdz7PF79EoEKR,Cutting Board,3,Human Image + Claude Copy,Purchase Intent,1,5,2,1,Claude
R_6gXdz7PF79EoEKR,Cutting Board,3,Human Image + Claude Copy,Visual Appeal,2,6,2,1,Claude
R_6gXdz7PF79EoEKR,Cutting Board,3,Human Image + Claude Copy,Value Convincing,3,6,2,1,Claude
R_6gXdz7PF79EoEKR,Cutting Board,3,Human Image + Claude Copy,Message Clarity,4,7,2,1,Claude
R_6gXdz7PF79EoEKR,Cutting Board,3,Human Image + Claude Copy,Trustworthiness,5,6,2,1,Claude
R_6gXdz7PF79EoEKR,Cutting Board,4,Human Image + Deepseek Copy,Purchase Intent,1,5,2,1,Deepseek
R_6gXdz7PF79EoEKR,Cutting Board,4,Human Image + Deepseek Copy,Visual Appeal,2,5,2,1,Deepseek
R_6gXdz7PF79EoEKR,Cutting Board,4,Human Image + Deepseek Copy,Value Convincing,3,6,2,1,Deepseek
R_6gXdz7PF79EoEKR,Cutting Board,4,Human Image + Deepseek Copy,Message Clarity,4,7,2,1,Deepseek
R_6gXdz7PF79EoEKR,Cutting Board,4,Human Image + Deepseek Copy,Trustworthiness,5,6,2,1,Deepseek
R_6gXdz7PF79EoEKR,Cutting Board,5,Human Image + Gemini Copy,Purchase Intent,1,6,2,1,Gemini
R_6gXdz7PF79EoEKR,Cutting Board,5,Human Image + Gemini Copy,Visual Appeal,2,6,2,1,Gemini
R_6gXdz7PF79EoEKR,Cutting Board,5,Human Image + Gemini Copy,Value Convincing,3,4,2,1,Gemini
R_6gXdz7PF79EoEKR,Cutting Board,5,Human Image + Gemini Copy,Message Clarity,4,5,2,1,Gemini
R_6gXdz7PF79EoEKR,Cutting Board,5,Human Image + Gemini Copy,Trustworthiness,5,4,2,1,Gemini
R_6gXdz7PF79EoEKR,Cutting Board,6,ChatGPT Image + Human Copy,Purchase Intent,1,4,2,1,ChatGPT
R_6gXdz7PF79EoEKR,Cutting Board,6,ChatGPT Image + Human Copy,Visual Appeal,2,6,2,1,ChatGPT
R_6gXdz7PF79EoEKR,Cutting Board,6,ChatGPT Image + Human Copy,Value Convincing,3,4,2,1,ChatGPT
R_6gXdz7PF79EoEKR,Cutting Board,6,ChatGPT Image + Human Copy,Message Clarity,4,4,2,1,ChatGPT
R_6gXdz7PF79EoEKR,Cutting Board,6,ChatGPT Image + Human Copy,Trustworthiness,5,6,2,1,ChatGPT
R_6gXdz7PF79EoEKR,Cutting Board,7,Claude Image + Human Copy,Purchase Intent,1,6,2,1,Claude
R_6gXdz7PF79EoEKR,Cutting Board,7,Claude Image + Human Copy,Visual Appeal,2,6,2,1,Claude
R_6gXdz7PF79EoEKR,Cutting Board,7,Claude Image + Human Copy,Value Convincing,3,4,2,1,Claude
R_6gXdz7PF79EoEKR,Cutting Board,7,Claude Image + Human Copy,Message Clarity,4,6,2,1,Claude
R_6gXdz7PF79EoEKR,Cutting Board,7,Claude Image + Human Copy,Trustworthiness,5,6,2,1,Claude
R_6gXdz7PF79EoEKR,Cutting Board,8,Deepseek Image + Human Copy,Purchase Intent,1,4,2,1,Deepseek
R_6gXdz7PF79EoEKR,Cutting Board,8,Deepseek Image + Human Copy,Visual Appeal,2,6,2,1,Deepseek
R_6gXdz7PF79EoEKR,Cutting Board,8,Deepseek Image + Human Copy,Value Convincing,3,4,2,1,Deepseek
R_6gXdz7PF79EoEKR,Cutting Board,8,Deepseek Image + Human Copy,Message Clarity,4,5,2,1,Deepseek
R_6gXdz7PF79EoEKR,Cutting Board,8,Deepseek Image + Human Copy,Trustworthiness,5,5,2,1,Deepseek
R_6gXdz7PF79EoEKR,Cutting Board,9,Gemini Image + Human Copy,Purchase Intent,1,6,2,1,Gemini
R_6gXdz7PF79EoEKR,Cutting Board,9,Gemini Image + Human Copy,Visual Appeal,2,6,2,1,Gemini
R_6gXdz7PF79EoEKR,Cutting Board,9,Gemini Image + Human Copy,Value Convincing,3,4,2,1,Gemini
R_6gXdz7PF79EoEKR,Cutting Board,9,Gemini Image + Human Copy,Message Clarity,4,5,2,1,Gemini
R_6gXdz7PF79EoEKR,Cutting Board,9,Gemini Image + Human Copy,Trustworthiness,5,4,2,1,Gemini
R_6gXdz7PF79EoEKR,Cutting Board,10,ChatGPT Both,Purchase Intent,1,6,2,1,ChatGPT
R_6gXdz7PF79EoEKR,Cutting Board,10,ChatGPT Both,Visual Appeal,2,6,2,1,ChatGPT
R_6gXdz7PF79EoEKR,Cutting Board,10,ChatGPT Both,Value Convincing,3,4,2,1,ChatGPT
R_6gXdz7PF79EoEKR,Cutting Board,10,ChatGPT Both,Message Clarity,4,6,2,1,ChatGPT
R_6gXdz7PF79EoEKR,Cutting Board,10,ChatGPT Both,Trustworthiness,5,5,2,1,ChatGPT
R_6gXdz7PF79EoEKR,Cutting Board,11,Claude Both,Purchase Intent,1,5,2,1,Claude
R_6gXdz7PF79EoEKR,Cutting Board,11,Claude Both,Visual Appeal,2,6,2,1,Claude
R_6gXdz7PF79EoEKR,Cutting Board,11,Claude Both,Value Convincing,3,5,2,1,Claude
R_6gXdz7PF79EoEKR,Cutting Board,11,Claude Both,Message Clarity,4,6,2,1,Claude
R_6gXdz7PF79EoEKR,Cutting Board,11,Claude Both,Trustworthiness,5,6,2,1,Claude
R_6gXdz7PF79EoEKR,Cutting Board,12,Deepseek Both,Purchase Intent,1,5,2,1,Deepseek
R_6gXdz7PF79EoEKR,Cutting Board,12,Deepseek Both,Visual Appeal,2,5,2,1,Deepseek
R_6gXdz7PF79EoEKR,Cutting Board,12,Deepseek Both,Value Convincing,3,6,2,1,Deepseek
R_6gXdz7PF79EoEKR,Cutting Board,12,Deepseek Both,Message Clarity,4,6,2,1,Deepseek
R_6gXdz7PF79EoEKR,Cutting Board,12,Deepseek Both,Trustworthiness,5,5,2,1,Deepseek
R_6gXdz7PF79EoEKR,Cutting Board,13,Gemini Both,Purchase Intent,1,5,2,1,Gemini
R_6gXdz7PF79EoEKR,Cutting Board,13,Gemini Both,Visual Appeal,2,4,2,1,Gemini
R_6gXdz7PF79EoEKR,Cutting Board,13,Gemini Both,Value Convincing,3,5,2,1,Gemini
R_6gXdz7PF79EoEKR,Cutting Board,13,Gemini Both,Message Clarity,4,5,2,1,Gemini
R_6gXdz7PF79EoEKR,Cutting Board,13,Gemini Both,Trustworthiness,5,6,2,1,Gemini
R_1qUrHc8BYj2WzYQ,Pillow,1,Human Both,Purchase Intent,1,3,2,4,Human
R_1qUrHc8BYj2WzYQ,Pillow,1,Human Both,Visual Appeal,2,2,2,4,Human
R_1qUrHc8BYj2WzYQ,Pillow,1,Human Both,Value Convincing,3,3,2,4,Human
R_1qUrHc8BYj2WzYQ,Pillow,1,Human Both,Message Clarity,4,3,2,4,Human
R_1qUrHc8BYj2WzYQ,Pillow,1,Human Both,Trustworthiness,5,3,2,4,Human
R_1qUrHc8BYj2WzYQ,Pillow,2,Human Image + ChatGPT Copy,Purchase Intent,1,4,2,4,ChatGPT
R_1qUrHc8BYj2WzYQ,Pillow,2,Human Image + ChatGPT Copy,Visual Appeal,2,1,2,4,ChatGPT
R_1qUrHc8BYj2WzYQ,Pillow,2,Human Image + ChatGPT Copy,Value Convincing,3,3,2,4,ChatGPT
R_1qUrHc8BYj2WzYQ,Pillow,2,Human Image + ChatGPT Copy,Message Clarity,4,2,2,4,ChatGPT
R_1qUrHc8BYj2WzYQ,Pillow,2,Human Image + ChatGPT Copy,Trustworthiness,5,2,2,4,ChatGPT
R_1qUrHc8BYj2WzYQ,Pillow,3,Human Image + Claude Copy,Purchase Intent,1,2,2,4,Claude
R_1qUrHc8BYj2WzYQ,Pillow,3,Human Image + Claude Copy,Visual Appeal,2,1,2,4,Claude
R_1qUrHc8BYj2WzYQ,Pillow,3,Human Image + Claude Copy,Value Convincing,3,2,2,4,Claude
R_1qUrHc8BYj2WzYQ,Pillow,3,Human Image + Claude Copy,Message Clarity,4,4,2,4,Claude
R_1qUrHc8BYj2WzYQ,Pillow,3,Human Image + Claude Copy,Trustworthiness,5,2,2,4,Claude
R_1qUrHc8BYj2WzYQ,Pillow,4,Human Image + Deepseek Copy,Purchase Intent,1,2,2,4,Deepseek
R_1qUrHc8BYj2WzYQ,Pillow,4,Human Image + Deepseek Copy,Visual Appeal,2,2,2,4,Deepseek
R_1qUrHc8BYj2WzYQ,Pillow,4,Human Image + Deepseek Copy,Value Convincing,3,2,2,4,Deepseek
R_1qUrHc8BYj2WzYQ,Pillow,4,Human Image + Deepseek Copy,Message Clarity,4,2,2,4,Deepseek
R_1qUrHc8BYj2WzYQ,Pillow,4,Human Image + Deepseek Copy,Trustworthiness,5,3,2,4,Deepseek
R_1qUrHc8BYj2WzYQ,Pillow,5,Human Image + Gemini Copy,Purchase Intent,1,3,2,4,Gemini
R_1qUrHc8BYj2WzYQ,Pillow,5,Human Image + Gemini Copy,Visual Appeal,2,2,2,4,Gemini
R_1qUrHc8BYj2WzYQ,Pillow,5,Human Image + Gemini Copy,Value Convincing,3,2,2,4,Gemini
R_1qUrHc8BYj2WzYQ,Pillow,5,Human Image + Gemini Copy,Message Clarity,4,3,2,4,Gemini
R_1qUrHc8BYj2WzYQ,Pillow,5,Human Image + Gemini Copy,Trustworthiness,5,2,2,4,Gemini
R_1qUrHc8BYj2WzYQ,Pillow,6,ChatGPT Image + Human Copy,Purchase Intent,1,1,2,4,ChatGPT
R_1qUrHc8BYj2WzYQ,Pillow,6,ChatGPT Image + Human Copy,Visual Appeal,2,1,2,4,ChatGPT
R_1qUrHc8BYj2WzYQ,Pillow,6,ChatGPT Image + Human Copy,Value Convincing,3,1,2,4,ChatGPT
R_1qUrHc8BYj2WzYQ,Pillow,6,ChatGPT Image + Human Copy,Message Clarity,4,1,2,4,ChatGPT
R_1qUrHc8BYj2WzYQ,Pillow,6,ChatGPT Image + Human Copy,Trustworthiness,5,1,2,4,ChatGPT
R_1qUrHc8BYj2WzYQ,Pillow,7,Claude Image + Human Copy,Purchase Intent,1,5,2,4,Claude
R_1qUrHc8BYj2WzYQ,Pillow,7,Claude Image + Human Copy,Visual Appeal,2,4,2,4,Claude
R_1qUrHc8BYj2WzYQ,Pillow,7,Claude Image + Human Copy,Value Convincing,3,4,2,4,Claude
R_1qUrHc8BYj2WzYQ,Pillow,7,Claude Image + Human Copy,Message Clarity,4,3,2,4,Claude
R_1qUrHc8BYj2WzYQ,Pillow,7,Claude Image + Human Copy,Trustworthiness,5,3,2,4,Claude
R_1qUrHc8BYj2WzYQ,Pillow,8,Deepseek Image + Human Copy,Purchase Intent,1,5,2,4,Deepseek
R_1qUrHc8BYj2WzYQ,Pillow,8,Deepseek Image + Human Copy,Visual Appeal,2,6,2,4,Deepseek
R_1qUrHc8BYj2WzYQ,Pillow,8,Deepseek Image + Human Copy,Value Convincing,3,6,2,4,Deepseek
R_1qUrHc8BYj2WzYQ,Pillow,8,Deepseek Image + Human Copy,Message Clarity,4,5,2,4,Deepseek
R_1qUrHc8BYj2WzYQ,Pillow,8,Deepseek Image + Human Copy,Trustworthiness,5,6,2,4,Deepseek
R_1qUrHc8BYj2WzYQ,Pillow,9,Gemini Image + Human Copy,Purchase Intent,1,6,2,4,Gemini
R_1qUrHc8BYj2WzYQ,Pillow,9,Gemini Image + Human Copy,Visual Appeal,2,4,2,4,Gemini
R_1qUrHc8BYj2WzYQ,Pillow,9,Gemini Image + Human Copy,Value Convincing,3,4,2,4,Gemini
R_1qUrHc8BYj2WzYQ,Pillow,9,Gemini Image + Human Copy,Message Clarity,4,6,2,4,Gemini
R_1qUrHc8BYj2WzYQ,Pillow,9,Gemini Image + Human Copy,Trustworthiness,5,5,2,4,Gemini
R_1qUrHc8BYj2WzYQ,Pillow,10,ChatGPT Both,Purchase Intent,1,1,2,4,ChatGPT
R_1qUrHc8BYj2WzYQ,Pillow,10,ChatGPT Both,Visual Appeal,2,1,2,4,ChatGPT
R_1qUrHc8BYj2WzYQ,Pillow,10,ChatGPT Both,Value Convincing,3,3,2,4,ChatGPT
R_1qUrHc8BYj2WzYQ,Pillow,10,ChatGPT Both,Message Clarity,4,2,2,4,ChatGPT
R_1qUrHc8BYj2WzYQ,Pillow,10,ChatGPT Both,Trustworthiness,5,3,2,4,ChatGPT
R_1qUrHc8BYj2WzYQ,Pillow,12,Deepseek Both,Purchase Intent,1,6,2,4,Deepseek
R_1qUrHc8BYj2WzYQ,Pillow,12,Deepseek Both,Visual Appeal,2,5,2,4,Deepseek
R_1qUrHc8BYj2WzYQ,Pillow,12,Deepseek Both,Value Convincing,3,5,2,4,Deepseek
R_1qUrHc8BYj2WzYQ,Pillow,12,Deepseek Both,Message Clarity,4,5,2,4,Deepseek
R_1qUrHc8BYj2WzYQ,Pillow,12,Deepseek Both,Trustworthiness,5,5,2,4,Deepseek
R_1qUrHc8BYj2WzYQ,Pillow,13,Gemini Both,Purchase Intent,1,6,2,4,Gemini
R_1qUrHc8BYj2WzYQ,Pillow,13,Gemini Both,Visual Appeal,2,1,2,4,Gemini
R_1qUrHc8BYj2WzYQ,Pillow,13,Gemini Both,Value Convincing,3,4,2,4,Gemini
R_1qUrHc8BYj2WzYQ,Pillow,13,Gemini Both,Message Clarity,4,3,2,4,Gemini
R_1qUrHc8BYj2WzYQ,Pillow,13,Gemini Both,Trustworthiness,5,5,2,4,Gemini
R_67TEDsDIKzhLOpx,Watch,1,Human Both,Purchase Intent,1,4,1,3,Human
R_67TEDsDIKzhLOpx,Watch,1,Human Both,Visual Appeal,2,4,1,3,Human
R_67TEDsDIKzhLOpx,Watch,1,Human Both,Value Convincing,3,4,1,3,Human
R_67TEDsDIKzhLOpx,Watch,1,Human Both,Message Clarity,4,4,1,3,Human
R_67TEDsDIKzhLOpx,Watch,1,Human Both,Trustworthiness,5,4,1,3,Human
R_67TEDsDIKzhLOpx,Watch,2,Human Image + ChatGPT Copy,Purchase Intent,1,4,1,3,ChatGPT
R_67TEDsDIKzhLOpx,Watch,2,Human Image + ChatGPT Copy,Visual Appeal,2,4,1,3,ChatGPT
R_67TEDsDIKzhLOpx,Watch,2,Human Image + ChatGPT Copy,Value Convincing,3,4,1,3,ChatGPT
R_67TEDsDIKzhLOpx,Watch,2,Human Image + ChatGPT Copy,Message Clarity,4,4,1,3,ChatGPT
R_67TEDsDIKzhLOpx,Watch,2,Human Image + ChatGPT Copy,Trustworthiness,5,4,1,3,ChatGPT
R_67TEDsDIKzhLOpx,Watch,3,Human Image + Claude Copy,Purchase Intent,1,4,1,3,Claude
R_67TEDsDIKzhLOpx,Watch,3,Human Image + Claude Copy,Visual Appeal,2,4,1,3,Claude
R_67TEDsDIKzhLOpx,Watch,3,Human Image + Claude Copy,Value Convincing,3,4,1,3,Claude
R_67TEDsDIKzhLOpx,Watch,3,Human Image + Claude Copy,Message Clarity,4,4,1,3,Claude
R_67TEDsDIKzhLOpx,Watch,3,Human Image + Claude Copy,Trustworthiness,5,4,1,3,Claude
R_67TEDsDIKzhLOpx,Watch,4,Human Image + Deepseek Copy,Purchase Intent,1,4,1,3,Deepseek
R_67TEDsDIKzhLOpx,Watch,4,Human Image + Deepseek Copy,Visual Appeal,2,4,1,3,Deepseek
R_67TEDsDIKzhLOpx,Watch,4,Human Image + Deepseek Copy,Value Convincing,3,4,1,3,Deepseek
R_67TEDsDIKzhLOpx,Watch,4,Human Image + Deepseek Copy,Message Clarity,4,4,1,3,Deepseek
R_67TEDsDIKzhLOpx,Watch,4,Human Image + Deepseek Copy,Trustworthiness,5,4,1,3,Deepseek
R_67TEDsDIKzhLOpx,Watch,5,Human Image + Gemini Copy,Purchase Intent,1,4,1,3,Gemini
R_67TEDsDIKzhLOpx,Watch,5,Human Image + Gemini Copy,Visual Appeal,2,4,1,3,Gemini
R_67TEDsDIKzhLOpx,Watch,5,Human Image + Gemini Copy,Value Convincing,3,4,1,3,Gemini
R_67TEDsDIKzhLOpx,Watch,5,Human Image + Gemini Copy,Message Clarity,4,4,1,3,Gemini
R_67TEDsDIKzhLOpx,Watch,5,Human Image + Gemini Copy,Trustworthiness,5,4,1,3,Gemini
R_67TEDsDIKzhLOpx,Watch,6,ChatGPT Image + Human Copy,Purchase Intent,1,4,1,3,ChatGPT
R_67TEDsDIKzhLOpx,Watch,6,ChatGPT Image + Human Copy,Visual Appeal,2,4,1,3,ChatGPT
R_67TEDsDIKzhLOpx,Watch,6,ChatGPT Image + Human Copy,Value Convincing,3,4,1,3,ChatGPT
R_67TEDsDIKzhLOpx,Watch,6,ChatGPT Image + Human Copy,Message Clarity,4,4,1,3,ChatGPT
R_67TEDsDIKzhLOpx,Watch,6,ChatGPT Image + Human Copy,Trustworthiness,5,4,1,3,ChatGPT
R_67TEDsDIKzhLOpx,Watch,7,Claude Image + Human Copy,Purchase Intent,1,4,1,3,Claude
R_67TEDsDIKzhLOpx,Watch,7,Claude Image + Human Copy,Visual Appeal,2,4,1,3,Claude
R_67TEDsDIKzhLOpx,Watch,7,Claude Image + Human Copy,Value Convincing,3,4,1,3,Claude
R_67TEDsDIKzhLOpx,Watch,7,Claude Image + Human Copy,Message Clarity,4,4,1,3,Claude
R_67TEDsDIKzhLOpx,Watch,7,Claude Image + Human Copy,Trustworthiness,5,4,1,3,Claude
R_67TEDsDIKzhLOpx,Watch,8,Deepseek Image + Human Copy,Purchase Intent,1,4,1,3,Deepseek
R_67TEDsDIKzhLOpx,Watch,8,Deepseek Image + Human Copy,Visual Appeal,2,4,1,3,Deepseek
R_67TEDsDIKzhLOpx,Watch,8,Deepseek Image + Human Copy,Value Convincing,3,4,1,3,Deepseek
R_67TEDsDIKzhLOpx,Watch,8,Deepseek Image + Human Copy,Message Clarity,4,4,1,3,Deepseek
R_67TEDsDIKzhLOpx,Watch,8,Deepseek Image + Human Copy,Trustworthiness,5,4,1,3,Deepseek
R_67TEDsDIKzhLOpx,Watch,9,Gemini Image + Human Copy,Purchase Intent,1,4,1,3,Gemini
R_67TEDsDIKzhLOpx,Watch,9,Gemini Image + Human Copy,Visual Appeal,2,4,1,3,Gemini
R_67TEDsDIKzhLOpx,Watch,9,Gemini Image + Human Copy,Value Convincing,3,4,1,3,Gemini
R_67TEDsDIKzhLOpx,Watch,9,Gemini Image + Human Copy,Message Clarity,4,4,1,3,Gemini
R_67TEDsDIKzhLOpx,Watch,9,Gemini Image + Human Copy,Trustworthiness,5,4,1,3,Gemini
R_67TEDsDIKzhLOpx,Watch,10,ChatGPT Both,Purchase Intent,1,4,1,3,ChatGPT
R_67TEDsDIKzhLOpx,Watch,10,ChatGPT Both,Visual Appeal,2,4,1,3,ChatGPT
R_67TEDsDIKzhLOpx,Watch,10,ChatGPT Both,Value Convincing,3,4,1,3,ChatGPT
R_67TEDsDIKzhLOpx,Watch,10,ChatGPT Both,Message Clarity,4,4,1,3,ChatGPT
R_67TEDsDIKzhLOpx,Watch,10,ChatGPT Both,Trustworthiness,5,4,1,3,ChatGPT
R_67TEDsDIKzhLOpx,Watch,11,Claude Both,Purchase Intent,1,4,1,3,Claude
R_67TEDsDIKzhLOpx,Watch,11,Claude Both,Visual Appeal,2,4,1,3,Claude
R_67TEDsDIKzhLOpx,Watch,11,Claude Both,Value Convincing,3,4,1,3,Claude
R_67TEDsDIKzhLOpx,Watch,11,Claude Both,Message Clarity,4,4,1,3,Claude
R_67TEDsDIKzhLOpx,Watch,11,Claude Both,Trustworthiness,5,4,1,3,Claude
R_67TEDsDIKzhLOpx,Watch,12,Deepseek Both,Purchase Intent,1,4,1,3,Deepseek
R_67TEDsDIKzhLOpx,Watch,12,Deepseek Both,Visual Appeal,2,4,1,3,Deepseek
R_67TEDsDIKzhLOpx,Watch,12,Deepseek Both,Value Convincing,3,4,1,3,Deepseek
R_67TEDsDIKzhLOpx,Watch,12,Deepseek Both,Message Clarity,4,4,1,3,Deepseek
R_67TEDsDIKzhLOpx,Watch,12,Deepseek Both,Trustworthiness,5,4,1,3,Deepseek
R_67TEDsDIKzhLOpx,Watch,13,Gemini Both,Purchase Intent,1,4,1,3,Gemini
R_67TEDsDIKzhLOpx,Watch,13,Gemini Both,Visual Appeal,2,4,1,3,Gemini
R_67TEDsDIKzhLOpx,Watch,13,Gemini Both,Value Convincing,3,4,1,3,Gemini
R_67TEDsDIKzhLOpx,Watch,13,Gemini Both,Message Clarity,4,4,1,3,Gemini
R_67TEDsDIKzhLOpx,Watch,13,Gemini Both,Trustworthiness,5,4,1,3,Gemini
R_640J1KjLG1cLOBI,Watch,1,Human Both,Purchase Intent,1,4,2,4,Human
R_640J1KjLG1cLOBI,Watch,1,Human Both,Visual Appeal,2,5,2,4,Human
R_640J1KjLG1cLOBI,Watch,1,Human Both,Value Convincing,3,6,2,4,Human
R_640J1KjLG1cLOBI,Watch,1,Human Both,Message Clarity,4,6,2,4,Human
R_640J1KjLG1cLOBI,Watch,1,Human Both,Trustworthiness,5,6,2,4,Human
R_640J1KjLG1cLOBI,Watch,2,Human Image + ChatGPT Copy,Purchase Intent,1,4,2,4,ChatGPT
R_640J1KjLG1cLOBI,Watch,2,Human Image + ChatGPT Copy,Visual Appeal,2,4,2,4,ChatGPT
R_640J1KjLG1cLOBI,Watch,2,Human Image + ChatGPT Copy,Value Convincing,3,4,2,4,ChatGPT
R_640J1KjLG1cLOBI,Watch,2,Human Image + ChatGPT Copy,Message Clarity,4,4,2,4,ChatGPT
R_640J1KjLG1cLOBI,Watch,2,Human Image + ChatGPT Copy,Trustworthiness,5,4,2,4,ChatGPT
R_640J1KjLG1cLOBI,Watch,3,Human Image + Claude Copy,Purchase Intent,1,4,2,4,Claude
R_640J1KjLG1cLOBI,Watch,3,Human Image + Claude Copy,Visual Appeal,2,4,2,4,Claude
R_640J1KjLG1cLOBI,Watch,3,Human Image + Claude Copy,Value Convincing,3,3,2,4,Claude
R_640J1KjLG1cLOBI,Watch,3,Human Image + Claude Copy,Message Clarity,4,4,2,4,Claude
R_640J1KjLG1cLOBI,Watch,3,Human Image + Claude Copy,Trustworthiness,5,4,2,4,Claude
R_640J1KjLG1cLOBI,Watch,4,Human Image + Deepseek Copy,Purchase Intent,1,4,2,4,Deepseek
R_640J1KjLG1cLOBI,Watch,4,Human Image + Deepseek Copy,Visual Appeal,2,4,2,4,Deepseek
R_640J1KjLG1cLOBI,Watch,4,Human Image + Deepseek Copy,Value Convincing,3,3,2,4,Deepseek
R_640J1KjLG1cLOBI,Watch,4,Human Image + Deepseek Copy,Message Clarity,4,4,2,4,Deepseek
R_640J1KjLG1cLOBI,Watch,4,Human Image + Deepseek Copy,Trustworthiness,5,4,2,4,Deepseek
R_640J1KjLG1cLOBI,Watch,5,Human Image + Gemini Copy,Purchase Intent,1,4,2,4,Gemini
R_640J1KjLG1cLOBI,Watch,5,Human Image + Gemini Copy,Visual Appeal,2,4,2,4,Gemini
R_640J1KjLG1cLOBI,Watch,5,Human Image + Gemini Copy,Value Convincing,3,4,2,4,Gemini
R_640J1KjLG1cLOBI,Watch,5,Human Image + Gemini Copy,Message Clarity,4,4,2,4,Gemini
R_640J1KjLG1cLOBI,Watch,5,Human Image + Gemini Copy,Trustworthiness,5,4,2,4,Gemini
R_640J1KjLG1cLOBI,Watch,6,ChatGPT Image + Human Copy,Purchase Intent,1,4,2,4,ChatGPT
R_640J1KjLG1cLOBI,Watch,6,ChatGPT Image + Human Copy,Visual Appeal,2,4,2,4,ChatGPT
R_640J1KjLG1cLOBI,Watch,6,ChatGPT Image + Human Copy,Value Convincing,3,4,2,4,ChatGPT
R_640J1KjLG1cLOBI,Watch,6,ChatGPT Image + Human Copy,Message Clarity,4,4,2,4,ChatGPT
R_640J1KjLG1cLOBI,Watch,6,ChatGPT Image + Human Copy,Trustworthiness,5,4,2,4,ChatGPT
R_640J1KjLG1cLOBI,Watch,7,Claude Image + Human Copy,Purchase Intent,1,4,2,4,Claude
R_640J1KjLG1cLOBI,Watch,7,Claude Image + Human Copy,Visual Appeal,2,4,2,4,Claude
R_640J1KjLG1cLOBI,Watch,7,Claude Image + Human Copy,Value Convincing,3,4,2,4,Claude
R_640J1KjLG1cLOBI,Watch,7,Claude Image + Human Copy,Message Clarity,4,4,2,4,Claude
R_640J1KjLG1cLOBI,Watch,7,Claude Image + Human Copy,Trustworthiness,5,4,2,4,Claude
R_640J1KjLG1cLOBI,Watch,8,Deepseek Image + Human Copy,Purchase Intent,1,4,2,4,Deepseek
R_640J1KjLG1cLOBI,Watch,8,Deepseek Image + Human Copy,Visual Appeal,2,4,2,4,Deepseek
R_640J1KjLG1cLOBI,Watch,8,Deepseek Image + Human Copy,Value Convincing,3,4,2,4,Deepseek
R_640J1KjLG1cLOBI,Watch,8,Deepseek Image + Human Copy,Message Clarity,4,4,2,4,Deepseek
R_640J1KjLG1cLOBI,Watch,8,Deepseek Image + Human Copy,Trustworthiness,5,4,2,4,Deepseek
R_640J1KjLG1cLOBI,Watch,9,Gemini Image + Human Copy,Purchase Intent,1,4,2,4,Gemini
R_640J1KjLG1cLOBI,Watch,9,Gemini Image + Human Copy,Visual Appeal,2,3,2,4,Gemini
R_640J1KjLG1cLOBI,Watch,9,Gemini Image + Human Copy,Value Convincing,3,4,2,4,Gemini
R_640J1KjLG1cLOBI,Watch,9,Gemini Image + Human Copy,Message Clarity,4,4,2,4,Gemini
R_640J1KjLG1cLOBI,Watch,9,Gemini Image + Human Copy,Trustworthiness,5,4,2,4,Gemini
R_640J1KjLG1cLOBI,Watch,10,ChatGPT Both,Purchase Intent,1,4,2,4,ChatGPT
R_640J1KjLG1cLOBI,Watch,10,ChatGPT Both,Visual Appeal,2,4,2,4,ChatGPT
R_640J1KjLG1cLOBI,Watch,10,ChatGPT Both,Value Convincing,3,4,2,4,ChatGPT
R_640J1KjLG1cLOBI,Watch,10,ChatGPT Both,Message Clarity,4,4,2,4,ChatGPT
R_640J1KjLG1cLOBI,Watch,10,ChatGPT Both,Trustworthiness,5,4,2,4,ChatGPT
R_640J1KjLG1cLOBI,Watch,11,Claude Both,Purchase Intent,1,4,2,4,Claude
R_640J1KjLG1cLOBI,Watch,11,Claude Both,Visual Appeal,2,4,2,4,Claude
R_640J1KjLG1cLOBI,Watch,11,Claude Both,Value Convincing,3,4,2,4,Claude
R_640J1KjLG1cLOBI,Watch,11,Claude Both,Message Clarity,4,4,2,4,Claude
R_640J1KjLG1cLOBI,Watch,11,Claude Both,Trustworthiness,5,4,2,4,Claude
R_640J1KjLG1cLOBI,Watch,12,Deepseek Both,Purchase Intent,1,4,2,4,Deepseek
R_640J1KjLG1cLOBI,Watch,12,Deepseek Both,Visual Appeal,2,4,2,4,Deepseek
R_640J1KjLG1cLOBI,Watch,12,Deepseek Both,Value Convincing,3,4,2,4,Deepseek
R_640J1KjLG1cLOBI,Watch,12,Deepseek Both,Message Clarity,4,4,2,4,Deepseek
R_640J1KjLG1cLOBI,Watch,12,Deepseek Both,Trustworthiness,5,4,2,4,Deepseek
